STT,Hán Tự,Pinyin,Tiếng Việt,,,Cau,pinyi,nghia tieng viet
553,只有...才...,zhǐyǒu... cái...,Chỉ có... mới...,FALSE,只有...才...,只有穿静电衣你才进来工厂。,zhǐyǒu chuān jìngdiànyī nǐ cái jìnlái gōngchǎng.,Chỉ có mặc áo tĩnh điện thì bạn mới được vào xưởng.
554,不管...都...,bùguǎn... dōu...,Bất kể... đều...,FALSE,不管...都...,不管是谁去工厂都要穿静电衣。,bùguǎn shì shuí qù gōngchǎng dōu yào chuān jìngdiànyī.,Bất kể là ai vào xưởng đều phải mặc áo tĩnh điện.
555,又...又...,yòu... yòu...,Vừa... vừa...,FALSE,又...又...,这个机器又稳定又快。,zhè ge jīqì yòu wěndìng yòu kuài.,Máy này vừa ổn định vừa nhanh.
556,补充,bǔchōng,Bổ sung,FALSE,补充,包装的材料不够，要补充。,"bāozhuāng de cáiliào bú gòu, yào bǔchōng.","Vật liệu đóng gói không đủ, cần bổ sung."
557,优化,yōuhuà,Tối ưu hóa,FALSE,优化,请优化包装的流程。,qǐng yōuhuà bāozhuāng de liúchéng.,Hãy tối ưu hoá quy trình đóng gói.
558,更新,gēngxīn,Cập nhật,FALSE,更新,出货以后要更新系统。,chūhuò yǐhòu yào gēngxīn xìtǒng.,Sau khi xuất hàng cần cập nhật hệ thống.
559,捆包机,kǔnbāojī,Máy đóng đai,FALSE,捆包机,捆包机正在运行。,kǔnbāojī zhèngzài yùnxíng.,Máy đóng đai đang hoạt động.
560,卡,kǎ,"Kẹt, đơ, lag",FALSE,卡,捆包机卡带子。,kǔnbāojī kǎ dàizi.,Máy đóng đai bị kẹt dây đai.
561,扫码,sǎomǎ,Quét mã,FALSE,扫码,入货的时候要扫码。,rùhuò de shíhou yào sǎomǎ.,Khi nhập hàng cần quét mã.
562,二维码,èrwéimǎ,Mã QR,FALSE,二维码,这是二维码。,zhè shì èrwéimǎ.,Đây là mã QR.
563,密码,mìmǎ,Mật khẩu (Password),FALSE,密码,你的密码是什么？,nǐ de mìmǎ shì shénme?,Mật khẩu của bạn là gì?
564,刮伤,guāshāng,Trầy xước,FALSE,刮伤,表面有刮伤。,biǎomiàn yǒu guāshāng.,Bề mặt có vết trầy xước.
565,避免,bìmiǎn,"Tránh, ngăn ngừa",FALSE,避免,避免浪费时间。,bìmiǎn làngfèi shíjiān.,Tránh lãng phí thời gian.
566,浪费,làngfèi,Lãng phí,FALSE,浪费,避免浪费时间。,bìmiǎn làngfèi shíjiān.,Tránh lãng phí thời gian.
567,熬夜,áoyè,Thức khuya,FALSE,熬夜,避免熬夜。,bìmiǎn áoyè.,Tránh thức khuya.
568,减少,jiǎnshǎo,Giảm thiểu,FALSE,减少,调整机器可以减少刮伤。,tiáozhěng jīqì kěyǐ jiǎnshǎo guāshāng.,Điều chỉnh máy có thể giảm trầy xước.
569,增加,zēngjiā,Tăng thêm,FALSE,增加,增加产量。,zēngjiā chǎnliàng.,Tăng thêm sản lượng.
570,推进,tuījìn,Thúc đẩy,FALSE,推进,推进出货的进度。,tuījìn chūhuò de jìndù.,Đẩy tiến độ xuất hàng.
571,评价,píngjià,Đánh giá,FALSE,评价,客户叫我评价生产设备。,kèhù jiào wǒ píngjià shēngchǎn shèbèi.,Khách hàng bảo tôi đánh giá thiết bị sản xuất.
572,确认,quèrèn,Xác nhận,FALSE,确认,请确认出货的时间。,qǐng quèrèn chūhuò de shíjiān.,Hãy xác nhận thời gian xuất hàng.
573,满意,mǎnyì,"Thỏa mãn, hài lòng",FALSE,满意,你对我们的服务满意吗？,nǐ duì wǒmen de fúwù mǎnyì ma?,Bạn có hài lòng với dịch vụ của chúng tôi không?
574,表面,biǎomiàn,Bề mặt,FALSE,表面,产品表面有刮伤。,chǎnpǐn biǎomiàn yǒu guāshāng.,Bề mặt sản phẩm có vết trầy xước.
575,态度,tàidù,Thái độ,FALSE,态度,态度很好。,tàidù hěn hǎo.,Thái độ rất tốt.
576,了解,liǎojiě,Tìm hiểu / Hiểu rõ,FALSE,了解,你对我们公司了解了什么？,nǐ duì wǒmen gōngsī liǎojiě le shénme?,Bạn đã tìm hiểu gì về công ty chúng tôi?
577,离开,líkāi,Rời khỏi / Nghỉ việc,FALSE,离开,你为什么离开上一家公司？,nǐ wèishéme líkāi shàng yī jiā gōngsī?,Tại sao bạn lại nghỉ việc ở công ty cũ?
578,福利,fúlì,Phúc lợi,FALSE,福利,公司的福利制度很好。,gōngsī de fúlì zhìdù hěn hǎo.,Chế độ phúc lợi của công ty rất tốt.
579,制度,zhìdù,Chế độ / Cơ chế,FALSE,制度,公司的福利制度很好。,gōngsī de fúlì zhìdù hěn hǎo.,Chế độ phúc lợi của công ty rất tốt.
580,出差,chūchāi,Đi công tác,FALSE,出差,我可以加班和出差。,wǒ kěyǐ jiābān hé chūchāi.,Tôi có thể tăng ca và đi công tác.
581,团队,tuánduì,Đội nhóm (Team),FALSE,团队,我有团队精神。,wǒ yǒu tuánduì jīngshén.,Tôi có tinh thần làm việc nhóm.
582,适应,shìyìng,Thích nghi,FALSE,适应,我能快速适应新环境。,wǒ néng kuàisù shìyìng xīn huánjìng.,Tôi có thể thích nghi nhanh với môi trường mới.
583,目标,mùbiāo,Mục tiêu,FALSE,目标,你的工作目标是什么？,nǐ de gōngzuò mùbiāo shì shénme?,Mục tiêu công việc của bạn là gì?
584,加薪,jiāxīn,Tăng lương,FALSE,加薪,希望能经常给我加薪。,xīwàng néng jīngcháng gěi wǒ jiāxīn.,Hy vọng có thể thường xuyên tăng lương cho tôi.
585,结果,jiéguǒ,Kết quả,FALSE,结果,什么时候可以收到面试结果？,shénme shíhòu kěyǐ shōudào miànshì jiéguǒ?,Khi nào có thể nhận được kết quả phỏng vấn?
586,进行,jìnxíng,Tiến hành,FALSE,进行,关电源再进行维修。,guān diànyuán zài jìnxíng wéixiū.,Tắt nguồn rồi mới tiến hành sửa chữa.
587,方法,fāngfǎ,Phương pháp / Cách,FALSE,方法,改进的方法是什么？,gǎijìn de fāngfǎ shì shénme?,Phương pháp cải tiến là gì?
588,漏气,lòuqì,Rò rỉ khí,FALSE,漏气,空压机漏气所以压力不够。,kōngyājī lòuqì suǒyǐ yālì bú gòu.,Máy nén khí rò khí nên áp suất không đủ.
589,电磁阀,diàncífá,Van điện từ,FALSE,电磁阀,电磁阀坏了。,diàncífá huài le.,Van điện từ hỏng rồi.
590,空压机,kōngyājī,Máy nén khí,FALSE,空压机,检查空压机的压力。,jiǎnchá kōngyājī de yālì.,Kiểm tra áp suất máy nén khí.
591,确定,quèdìng,Xác định / Chắc chắn,FALSE,确定,确定参数没有问题。,quèdìng cānshù méiyǒu wèntí.,Xác định thông số không có vấn đề.
592,扳手,bānshǒu,Cờ lê,FALSE,扳手,用扳手来拧螺丝。,yòng bānshǒu lái nǐng luósī.,Dùng mỏ lết/cờ lê để vặn ốc.
593,活动扳手,huódòng bānshǒu,Mỏ lết,FALSE,活动扳手,活动扳手可以调整尺寸。,huódòng bānshǒu kěyǐ tiáozhěng chǐcùn.,Mỏ lết có thể điều chỉnh kích thước.
594,扭力,niǔlì,Lực siết,FALSE,扭力,请按照标准的扭力锁螺丝。,qǐng ànzhào biāozhǔn de niǔlì suǒ luósī.,Hãy siết ốc theo lực tiêu chuẩn.
595,校准,xiàozhǔn,Hiệu chuẩn,FALSE,校准,要重新校准扭力。,yào chóngxīn xiàozhǔn niǔlì.,Cần hiệu chuẩn lại lực siết.
596,滑牙,huáyá,Toét ren,FALSE,滑牙,扭力太大容易滑牙。,niǔlì tài dà róngyì huáyá.,Lực siết quá lớn dễ gây toét ren.
597,摸,mō,"Sờ, chạm",FALSE,摸,可以用手摸来检查温度。,kěyǐ yòng shǒu mō lái jiǎnchá wēndù.,Có thể dùng tay sờ vào để kiểm tra nhiệt độ.
598,戴,dài,Đeo,FALSE,戴,摸产品的时候要戴手套。,mō chǎnpǐn de shíhou yào dài shǒutào.,Khi chạm vào sản phẩm phải đeo găng tay.
599,加油,jiāyóu,Tra dầu / Đổ xăng / Cố lên,FALSE,加油,请给设备加油。,qǐng gěi shèbèi jiāyóu.,Hãy tra dầu cho thiết bị.
600,定期,dìngqī,Định kì,FALSE,定期,定期加油可以减少磨损。,dìngqī jiāyóu kěyǐ jiǎnshǎo mósǔn.,Tra dầu định kì có thể giảm mài mòn.
601,磨损,mósǔn,Mài mòn,FALSE,磨损,定期加油可以减少磨损。,dìngqī jiāyóu kěyǐ jiǎnshǎo mósǔn.,Tra dầu định kì có thể giảm mài mòn.
602,气缸,qìgāng,Xy lanh khí,FALSE,气缸,请检查气缸的位置。,qǐng jiǎnchá qìgāng de wèizhì.,Hãy kiểm tra vị trí xi lanh.
603,顺畅,shùnchàng,Trơn tru,FALSE,顺畅,气缸运行不顺畅。,qìgāng yùnxíng bú shùnchàng.,Xy lanh hoạt động không trơn tru.
604,保证,bǎozhèng,Đảm bảo,FALSE,保证,调整气缸的位置来保证对位准确。,tiáozhěng qìgāng de wèizhì lái bǎozhèng duìwèi zhǔnquè.,Điều chỉnh vị trí xy lanh để đảm bảo căn chỉnh chính xác.
605,吸嘴,xīzuǐ,Đầu hút,FALSE,吸嘴,吸嘴堵住了，要清理。,"xīzuǐ dǔzhù le, yào qīnglǐ.","Đầu hút bị tắc rồi, cần vệ sinh."
606,偏,piān,Lệch,FALSE,偏,吸嘴的位置偏了，要调整。,"xīzuǐ de wèizhì piān le, yào tiáozhěng.","Vị trí của đầu hút bị lệch, cần điều chỉnh."
607,伸出,shēnchū,Thò ra / Đưa ra,FALSE,伸出,气缸伸出以后就夹产品。,qìgāng shēnchū yǐhòu jiù jiā chǎnpǐn.,Sau khi xi lanh thò ra thì kẹp sản phẩm.
608,碰到,pèngdào,Va vào,FALSE,碰到,伸出太长会碰到治具。,shēnchū tài cháng huì pèngdào zhìjù.,Thò ra quá dài thì sẽ va vào jig.
609,夹,jiā,Kẹp,FALSE,夹,气缸伸出以后就夹产品。,qìgāng shēnchū yǐhòu jiù jiā chǎnpǐn.,Sau khi xi lanh thò ra thì kẹp sản phẩm.
610,夹子,jiāzi,Cái kẹp,FALSE,夹子,拿夹子。,ná jiāzi.,Lấy cái kẹp.
611,正常,zhèngcháng,Bình thường,FALSE,正常,调整参数让气缸正常伸出。,tiáozhěng cānshù ràng qìgāng zhèngcháng shēnchū.,Điều chỉnh tham số để làm cho xi lanh thò ra bình thường.
612,缩回,suōhuí,Rút vào / Thu lại,FALSE,缩回,气缸不缩回。,qìgāng bù suōhuí.,Xi lanh không rút vào.
613,完全,wánquán,Hoàn toàn,FALSE,完全,请确认气缸是不是完全缩回。,qǐng quèrèn qìgāng shì bú shì wánquán suōhuí.,Hãy xác nhận xy lanh đã rút hoàn toàn chưa.
614,堵,dǔ,"Tắc, kẹt",FALSE,堵,吸嘴堵住了。,xīzuǐ dǔzhù le.,Đầu hút bị tắc rồi.
615,阀门,fámén,Van,FALSE,阀门,检查阀门有没有正常打开。,jiǎnchá fámén yǒu méi yǒu zhèngcháng dǎkāi.,Kiểm tra xem van có mở bình thường không.
616,关闭,guānbì,Đóng / Tắt,FALSE,关闭,修理以前请关闭阀门。,xiūlǐ yǐqián qǐng guānbì fámén.,Hãy đóng van trước khi sửa chữa.
617,控制,kòngzhì,"Kiểm soát, khống chế",FALSE,控制,调整阀门可以控制气流。,tiáozhěng fámén kěyǐ kòngzhì qìliú.,Điều chỉnh van có thể kiểm soát luồng khí.
618,气流,qìliú,Luồng khí,FALSE,气流,调整阀门可以控制气流。,tiáozhěng fámén kěyǐ kòngzhì qìliú.,Điều chỉnh van có thể kiểm soát luồng khí.
619,传送带,chuánsòngdài,Băng chuyền / Băng tải,FALSE,传送带,传送带的速度太快了。,chuánsòngdài de sùdù tài kuài le.,Tốc độ băng chuyền quá nhanh.
620,偏向,piānxiàng,Lệch hướng,FALSE,偏向,传送带偏向了。,chuánsòngdài piānxiàng le.,Băng chuyền lệch hướng rồi.
621,损坏,sǔnhuài,Hư hại,FALSE,损坏,传送带表面损坏了。,chuánsòngdài biǎomiàn sǔnhuài le.,Bề mặt băng chuyền bị hư hại.
622,破坏,pòhuài,"Rách, phá hoại",FALSE,破坏,传送带的表面破坏了。,chuánsòngdài de biǎomiàn pòhuài le.,Bề mặt băng tải bị rách rồi.
623,指令,zhǐlìng,Lệnh / Lệnh PLC,FALSE,指令,这个指令写错了，要修改。,"zhè ge zhǐlìng xiě cuò le, yào xiūgǎi.","Lệnh này viết sai, cần sửa."
624,正确,zhèngquè,Chính xác,FALSE,正确,请确认指令有没有正确。,qǐng quèrèn zhǐlìng yǒu méi yǒu zhèngquè.,Hãy xác nhận lệnh có chính xác không.
625,新建,xīnjiàn,Tạo mới / Create,FALSE,新建,请新建一个程序。,qǐng xīnjiàn yí gè chéngxù.,Hãy tạo mới một chương trình.
626,输入,shūrù,Nhập (dữ liệu),FALSE,输入,新建文件以后请输入正确的数据。,xīnjiàn wénjiàn yǐhòu qǐng shūrù zhèngquè de shùjù.,Sau khi tạo file mới hãy nhập dữ liệu chính xác.
627,账号,zhànghào,Tài khoản,FALSE,账号,要新建账号才能运行系统。,yào xīnjiàn zhànghào cái néng yùnxíng xìtǒng.,Cần tạo tài khoản mới thì mới vận hành hệ thống được.
628,保存,bǎocún,Lưu / Save,FALSE,保存,修改参数以后请保存。,xiūgǎi cānshù yǐhòu qǐng bǎocún.,Sau khi sửa tham số hãy lưu lại.
629,丢,diū,Mất,FALSE,丢,数据没有保存会丢。,shùjù méi yǒu bǎocún huì diū.,Dữ liệu không lưu sẽ bị mất.
630,成功,chénggōng,Thành công,FALSE,成功,请确认程序保存成功了。,qǐng quèrèn chéngxù bǎocún chénggōng le.,Hãy xác nhận chương trình đã lưu thành công.
631,失败,shībài,Thất bại,FALSE,失败,修改参数失败了。,xiūgǎi cānshù shībài le.,Sửa tham số thất bại rồi.
632,称重,chēngzhòng,Cân trọng lượng,FALSE,称重,请先称重胶然后进行点胶。,qǐng xiān chēngzhòng jiāo ránhòu jìnxíng diǎnjiāo.,Hãy cân keo trước rồi mới tiến hành điểm keo.
633,重要,zhòngyào,Quan trọng,FALSE,重要,称重参数很重要。,chēngzhòng cānshù hěn zhòngyào.,Thông số cân trọng lượng rất quan trọng.
634,确保,quèbǎo,Đảm bảo,FALSE,确保,每次点胶以前要称胶来确保胶量准确。,měi cì diǎnjiāo yǐqián yào chēng jiāo lái quèbǎo jiāoliàng zhǔnquè.,Trước mỗi lần điểm keo phải cân keo để đảm bảo lượng keo chính xác.
635,超过,chāoguò,Vượt quá,FALSE,超过,如果称重结果超过误差，要重新校准。,"rúguǒ chēngzhòng jiéguǒ chāoguò wùchā, yào chóngxīn xiàozhǔn.","Nếu kết quả cân vượt quá sai số, cần hiệu chuẩn lại."
636,结果,jiéguǒ,Kết quả,FALSE,结果,请确认测试结果。,qǐng quèrèn cèshì jiéguǒ.,Hãy xác nhận kết quả test.
637,效果,xiàoguǒ,Hiệu quả,FALSE,效果,调整参数的效果很好。,tiáozhěng cānshù de xiàoguǒ hěn hǎo.,Hiệu quả của việc điều chỉnh tham số rất tốt.
638,结束,jiéshù,Kết thúc,FALSE,结束,工作结束了。,gōngzuò jiéshù le.,Công việc kết thúc rồi.
639,结构,jiégòu,Kết cấu,FALSE,结构,机器的结构很复杂。,jīqì de jiégòu hěn fùzá.,Kết cấu của máy rất phức tạp.
640,结论,jiélùn,Kết luận,FALSE,结论,质量部门的结论是什么？,zhìliàng bùmén de jiélùn shì shénme?,Kết luận của bộ phận chất lượng là gì?
641,急,jí,Gấp / Khẩn cấp,FALSE,急,客户的要求很急，要马上处理。,"kèhù de yāoqiú hěn jí, yào mǎshàng chǔlǐ.","Yêu cầu của khách hàng rất gấp, cần xử lí ngay."
642,急单,jídān,Đơn gấp,FALSE,急单,请先处理急单。,qǐng xiān chǔlǐ jídān.,Hãy xử lí đơn gấp này trước.
643,发料,fāliào,Phát liệu,FALSE,发料,发料的数量要正确。,fāliào de shùliàng yào zhèngquè.,Số lượng phát liệu phải chính xác.
644,补料,bǔliào,Bổ sung liệu / Bù liệu,FALSE,补料,料不够，要补料。,"liào bú gòu, yào bǔliào.","Liệu không đủ, cần bổ sung liệu."
645,收料,shōuliào,Thu liệu,FALSE,收料,仓库收料了。,cāngkù shōuliào le.,Kho đã thu liệu rồi.
646,来料,láiliào,Liệu đến,FALSE,来料,料还没来。,liào hái méi lái.,Liệu vẫn chưa đến.
647,缺料,quēliào,Thiếu liệu,FALSE,缺料,生产线缺料了。,shēngchǎnxiàn quēliào le.,Dây chuyền sản xuất thiếu liệu rồi.
648,停线,tíngxiàn,Dừng line / Dừng chuyền,FALSE,停线,发料不及时导致停线。,fāliào bù jíshí dǎozhì tíngxiàn.,Phát liệu không kịp thời dẫn đến dừng line.
649,生产线,shēngchǎnxiàn,Dây chuyền sản xuất,FALSE,生产线,生产线缺料了。,shēngchǎnxiàn quēliào le.,Dây chuyền sản xuất thiếu liệu rồi.
650,必须,bìxū,Bắt buộc phải,FALSE,必须,今天必须出货。,jīntiān bìxū chūhuò.,Hôm nay bắt buộc phải xuất hàng.
651,所有,suǒyǒu,Tất cả,FALSE,所有,所有产品都要检查。,suǒyǒu chǎnpǐn dōu yào jiǎnchá.,Tất cả sản phẩm đều phải kiểm tra.
652,记下来,jì xiàlái,Ghi lại,FALSE,记下来,所有数据都记下来。,suǒyǒu shùjù dōu jì xiàlái.,Tất cả các dữ liệu đều phải ghi lại.
653,规格,guīgé,Quy cách,FALSE,规格,产品的规格不对。,chǎnpǐn de guīgé bú duì.,Quy cách sản phẩm không đạt yêu cầu.
654,合格,hégé,Đạt yêu cầu / Pass,FALSE,合格,产品不合格。,chǎnpǐn bù hégé.,Sản phẩm không đạt yêu cầu.
655,取消,qǔxiāo,Huỷ / Cancel,FALSE,取消,这个功能可以取消。,zhè ge gōngnéng kěyǐ qǔxiāo.,Chức năng này có thể huỷ.
656,点击,diǎnjī,Nhấn (chuột / nút),FALSE,点击,请点击保存按钮。,qǐng diǎnjī bǎocún ànniǔ.,Hãy nhấn nút lưu.
657,删除,shānchú,Xoá / Delete,FALSE,删除,这个文件可以删除。,zhè ge wénjiàn kěyǐ shānchú.,File này có thể xoá.
658,恢复,huīfù,Khôi phục,FALSE,恢复,删除了以后不能恢复。,shānchú le yǐhòu bù néng huīfù.,Xoá rồi thì không thể khôi phục.
659,锁机,suǒjī,Khoá máy,FALSE,锁机,系统自动锁机。,xìtǒng zìdòng suǒjī.,Hệ thống tự động khoá máy lại.
660,角,jiǎo,Góc,FALSE,角,删除按钮在右上角。,shānchú ànniǔ zài yòushàng jiǎo.,Nút xoá ở góc trên bên phải.
661,遇到,yùdào,Gặp / Gặp phải,FALSE,遇到,如果遇到异常情况，都及时跟我报告。,"rúguǒ yùdào yìcháng qíngkuàng, dōu jíshí gēn wǒ bàogào.","Nếu gặp tình huống bất thường, đều phải báo cáo với tôi."
662,情况,qíngkuàng,Tình huống / Tình hình,FALSE,情况,请及时返回异常情况。,qǐng jíshí fǎnhuí yìcháng qíngkuàng.,Hãy phản hồi tình huống bất thường kịp thời.
663,手续,shǒuxù,Thủ tục,FALSE,手续,办手续。,bàn shǒuxù.,Làm thủ tục.
664,其实,qíshí,Thực ra / Thật ra,FALSE,其实,其实问题不是机器而是人。,qíshí wèntí bú shì jīqì ér shì rén.,Thực ra vấn đề không phải do máy mà là do con người.
665,原因,yuányīn,Nguyên nhân,FALSE,原因,其实原因找到了。,qíshí yuányīn zhǎodào le.,Thực ra nguyên nhân đã tìm ra rồi.
666,铁盖,tiěgài,Nắp sắt,FALSE,铁盖,测量铁盖的高度。,cèliáng tiěgài de gāodù.,Đo chiều cao nắp sắt.
667,克,kè,Gam (g),FALSE,克,这个产品大概五克。,zhè ge chǎnpǐn dàgài wǔ kè.,Sản phẩm này khoảng 5 gam.
668,公里,gōnglǐ,Kilômét (km),FALSE,公里,从我家到公司大概五公里。,cóng wǒ jiā dào gōngsī dàgài wǔ gōnglǐ.,Từ nhà tôi đến công ty khoảng 5 km.
669,公斤,gōngjīn,Kilôgam (kg),FALSE,公斤,一公斤等于两个斤。,yì gōngjīn děngyú liǎng gè jīn.,Một kg bằng 2 cân (Trung Quốc).
670,斤,jīn,Cân (bằng 0.5 kg),FALSE,斤,一斤等于半公斤。,yì jīn děngyú bàn gōngjīn.,Một cân (TQ) bằng nửa kg.
671,米,mǐ,Mét (m),FALSE,米,这条电线长十米。,zhè tiáo diànxiàn cháng shí mǐ.,Dây điện này dài 10 mét.
672,厘米,límǐ,Centimét (cm),FALSE,厘米,误差是两厘米。,wùchā shì liǎng límǐ.,Sai số là 2 cm.
673,任务,rènwu,Nhiệm vụ / Task,FALSE,任务,今天一定要完成任务。,jīntiān yídìng yào wánchéng rènwu.,Hôm nay nhất định phải hoàn thành nhiệm vụ.
674,数量,shùliàng,Số lượng,FALSE,数量,请确认订单的数量。,qǐng quèrèn dìngdān de shùliàng.,Hãy xác nhận số lượng đơn hàng.
675,能量,néngliàng,Năng lượng,FALSE,能量,节约能量。,jiéyuē néngliàng.,Tiết kiệm năng lượng.
676,容量,róngliàng,"Dung lượng, dung tích",FALSE,容量,这个胶桶的容量是多少？,zhè ge jiāotǒng de róngliàng shì duōshao?,Dung tích bình keo này là bao nhiêu?
677,热量,rèliàng,Nhiệt lượng,FALSE,热量,机器产生很多热量。,jīqì chǎnshēng hěn duō rèliàng.,Máy móc tạo ra rất nhiều nhiệt lượng.
678,酒量,jiǔliàng,Tửu lượng,FALSE,酒量,他的酒量很好。,tā de jiǔliàng hěn hǎo.,Tửu lượng của anh ấy rất tốt.
679,有关,yǒuguān,Liên quan đến,FALSE,有关,这个问题有关设备。,zhè ge wèntí yǒuguān shèbèi.,Vấn đề này liên quan đến thiết bị.
680,因素,yīnsù,Nhân tố / Yếu tố,FALSE,因素,主要影响的因素是温度。,zhǔyào yǐngxiǎng de yīnsù shì wēndù.,Yếu tố ảnh hưởng chính là nhiệt độ.
681,虽然... 但是...,suīrán... dànshì...,Mặc dù... nhưng...,FALSE,虽然... 但是...,虽然问题不大但是要及时处理。,suīrán wèntí bú dà dànshì yào jíshí chǔlǐ.,Mặc dù vấn đề không lớn nhưng cần xử lí kịp thời.
682,严重,yánzhòng,Nghiêm trọng,FALSE,严重,这个问题比以前严重。,zhè ge wèntí bǐ yǐqián yánzhòng.,Lỗi này nghiêm trọng hơn trước.
683,越来越...,yuè lái yuè...,Càng ngày càng...,FALSE,越来越...,产量越来越高。,chǎnliàng yuè lái yuè gāo.,Sản lượng ngày càng cao.
684,试产,shìchǎn,Sản xuất thử (NPI),FALSE,试产,我们准备试产。,wǒmen zhǔnbèi shìchǎn.,Chúng tôi chuẩn bị sản xuất thử.
685,进度,jìndù,Tiến độ,FALSE,进度,进度越来越快。,jìndù yuè lái yuè kuài.,Tiến độ ngày càng nhanh.
686,反应,fǎnyìng,Phản ứng,FALSE,反应,设备反应越来越慢。,shèbèi fǎnyìng yuè lái yuè màn.,Máy phản hồi (phản ứng) ngày càng chậm.
687,反馈,fǎnkuì,Phản hồi,FALSE,反馈,请等待客户的反馈。,qǐng děngdài kèhù de fǎnkuì.,Hãy đợi phản hồi của khách hàng.
688,反映,fǎnyìng,Phản ánh,FALSE,反映,他反映了一个问题。,tā fǎnyìng le yí gè wèntí.,Anh ấy phản ánh một vấn đề.
689,效应,xiàoyìng,Hiệu ứng,FALSE,效应,这个效应很重要。,zhè ge xiàoyìng hěn zhòngyào.,Hiệu ứng này rất quan trọng.
690,效率,xiàolǜ,Hiệu suất,FALSE,效率,现在的效率比以前高。,xiànzài de xiàolǜ bǐ yǐqián gāo.,Hiệu suất bây giờ cao hơn trước đây.
691,率,lǜ,Tỉ lệ / Suất,FALSE,率,检查合格率。,jiǎnchá hégélǜ.,Kiểm tra tỷ lệ đạt.
692,不良率,bùliánglǜ,Tỉ lệ lỗi (NG),FALSE,不良率,不良率越来越低。,bùliánglǜ yuè lái yuè dī.,Tỉ lệ lỗi ngày càng thấp.
693,最,zuì,Nhất,FALSE,最,这个操作是最简单。,zhè ge cāozuò shì zuì jiǎndān.,Thao tác này là đơn giản nhất.
694,如果...就...,rúguǒ... jiù...,Nếu... thì...,FALSE,如果...就...,如果料来到就可以生产。,rúguǒ liào lái dào jiù kěyǐ shēngchǎn.,Nếu liệu đến thì có thể sản xuất.
695,双方,shuāngfāng,Song phương / 2 bên,FALSE,双方,双方同意这个方案。,shuāngfāng tóngyì zhè ge fāng'àn.,Cả hai bên (song phương) đồng ý phương án này.
696,开单,kāidān,Mở đơn,FALSE,开单,业务部门正在开单。,yèwù bùmén zhèngzài kāidān.,Bộ phận nghiệp vụ đang mở đơn.
697,单,dān,Đơn,FALSE,单,这是一个单。,zhè shì yí gè dān.,Đây là một đơn hàng.
698,出,chū,Ra / Xuất,FALSE,出,如果压力不够就胶出很少。,rúguǒ yālì bú gòu jiù jiāo chū hěn shǎo.,Nếu áp suất không đủ thì sẽ ra ít keo.
699,出去,chūqù,Đi ra ngoài,FALSE,出去,工作时间不要随便出去。,gōngzuò shíjiān bú yào suíbiàn chūqù.,Trong giờ làm đừng tùy tiện đi ra ngoài.
700,出口,chūkǒu,Xuất khẩu,FALSE,出口,我们的产品出口到外国。,wǒmen de chǎnpǐn chūkǒu dào wàiguó.,Sản phẩm của chúng ta xuất khẩu ra nước ngoài.
701,出现,chūxiàn,Xuất hiện,FALSE,出现,出现问题马上处理。,chūxiàn wèntí mǎshàng chǔlǐ.,Xuất hiện vấn đề phải xử lý ngay.
702,出门,chūmén,Ra khỏi cửa,FALSE,出门,刚出门就下雨了。,gāng chūmén jiù xià yǔ le.,Vừa ra khỏi cửa thì trời mưa.
703,复位,fùwèi,Reset / Trở về vị trí cũ,FALSE,复位,发生异常请复位。,fāshēng yìcháng qǐng fùwèi.,Xảy ra bất thường hãy reset lại.
704,复位钮,fùwèiniǔ,Nút reset,FALSE,复位钮,按一下复位钮。,àn yíxià fùwèiniǔ.,Nhấn nút reset một chút.
705,传感器,chuángǎnqì,Cảm biến,FALSE,传感器,如果传感器坏就要换。,rúguǒ chuángǎnqì huài jiù yào huàn.,Nếu cảm biến hỏng thì cần thay.
706,分析,fēnxī,Phân tích,FALSE,分析,客户让我们分析原因。,kèhù ràng wǒmen fēnxī yuányīn.,Khách hàng yêu cầu chúng tôi phân tích nguyên nhân.